;;period;start;end;n;missing;log;adjust;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;bic2;hannanquinn;nparams;nobs;neffectiveobs;df;p;d;q;bp;bd;bq;theta(1);;;theta(2);;;theta(3);;;phi(1);;;phi(2);;;phi(3);;;btheta(1);;;bphi(1);;;start;end;n;missing;mean;nlp;ntd;leaster;nmh;nout;nao;nls;ntc;nso;nusers;mu;;;lp;;;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td-derived;;;td-ftest;easter;;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;ser;type;mean;skewness;kurtosis;doornikhansen;lb;bp;lb2;bp2;seaslb;seasbp;nruns;lruns;nudruns;ludruns;mode;seasonal;icratio;trend-filter;seasonal-filters;d9-global-msr;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-res-qs;seas-res-f;seas-res-friedman;seas-res-kw;seas-res-periodogram;seas-res-spectralpeaks;seas-sa-qs;seas-sa-f;seas-sa-friedman;seas-sa-kw;seas-sa-periodogram;seas-sa-spectralpeaks;seas-i-qs;seas-i-f;seas-i-friedman;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-sa-ac1;td-res-all;td-res-last;td-sa-all;td-sa-last;td-i-all;td-i-last;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary
RF2361;;12;1990-01-01;2021-09-01;381;0;0;None;-1272,481877025;-1272,481877025;20551,023868815;2584,963754051;2663,125412814;2587,38450333;4,327619995;7,236753839;2616,016610165;20;381;368;348;0;1;2;1;1;1;-0,327092;-6,1197;0;-0,370449;-6,6581;0;;;;;;;;;;;;;-0,945444;-14,4842;0;-0,304429;-4,3097;0;1990-01-01;2021-09-01;381;0;0;1;6;1;1;7;5;1;1;0;0;;;;Leap year;-0,776877;-0,3475;monday;1,791535;2,6783;tuesday;3,075848;4,5427;wednesday;1,270696;1,8725;thursday;1,391786;2,0451;friday;0,324904;0,4747;saturday;-3,895746;-5,811;td-derived;-3,959023;-5,8231;41,59924;Easter [1];-7,585182;-5,8425;AO (2-1991);-43,133712;-7,1794;AO (1-1997);-35,500209;-5,9942;AO (5-2000);28,322596;4,7799;LS (11-2008);-28,584855;-4,8967;AO (5-2011);33,516131;5,6589;TC (3-2020);-62,332791;-9,0814;AO (4-2020);-36,557284;-6,1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,383566;-0,382141;3,390718;8,774548;27,762453;26,515207;44,709094;43,694874;0,25514;0,237211;0,046069;9,363424;1,363334;5,316352;Additive;1;3,495202523;13;S3X5;4,741807062;Present;0,000000201;0;Present;Present;0,000000012;0;None;None;0,083293529;0,789871311;None;None;0,00189045;0,971794274;None;None;0,041333252;0,930457391;665,075052;126,29192;317,044665;348,877418;541,381142;AT.AT.AT.AT.AT.AT;0,25514;1,470253;10,148718;8,259856;0,701661;--.--.--.--.A-.A-;0,010969;0,39596;1,655087;1,94409;0,254489;--.--.--.--.--.--;0,065402;0,561671;0,880893;1,178449;0,415129;-t.--.--.--.--.--;-0,202142482;0,240415;0,240415;0,156382;0,156382;0,154416;0,154416;0,161069419;0,117693592;1,247601261;1,118553942;1,336761718;0,296722825;0,132511035;0,303897984;0,054441144;0,210927128;0,164328195;0,483959688;0,529228531;Good
RF2362;;12;1990-01-01;2021-09-01;381;0;0;None;-1146,27061694;-1146,27061694;10529,561984362;2330,541233881;2404,794809706;2332,725141927;3,642841387;6,534768505;2360,041447189;19;381;368;349;0;1;1;1;1;1;-0,750893;-20,3899;0;;;;;;;;;;;;;;;;-0,884372;-24,2256;0;-0,247504;-3,8409;0,0001;1990-01-01;2021-09-01;381;0;0;1;6;15;1;7;2;2;3;0;0;;;;Leap year;3,823487;2,1342;monday;-0,441026;-0,7424;tuesday;0,207968;0,3542;wednesday;0,58937;0,9936;thursday;0,351372;0,5936;friday;-0,468535;-0,7796;saturday;0,651696;1,1021;td-derived;-0,890845;-1,5052;1,494905;Easter [15];-2,948698;-2,3484;LS (7-1992);-14,095898;-4,095;TC (3-1996);-18,66649;-4,3844;AO (8-1999);21,372865;4,4357;AO (11-2001);-23,891233;-4,9551;LS (8-2009);-13,698318;-4,016;TC (3-2020);-48,471451;-11,2797;TC (6-2020);23,447319;5,454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-1,359508;-0,386955;4,149018;16,902481;17,376698;16,693723;25,822455;24,932026;0,195347;0,18162;-1,057801;7,449267;-1,487273;12,289897;Additive;1;4,383702738;23;S3X5;4,855002973;Present;0,000049813;0;Present;ProbablyNone;0,000335966;0;None;None;0,016337134;0,785066665;None;None;0,020197448;0,989778147;None;None;0,339797821;0,978564377;632,467866;99,924104;290,64268;320,169925;341,682551;AT.AT.AT.AT.AT.AT;0,195347;0,75918;7,323077;7,415396;0,639127;--.--.--.--.--.--;0,002924;0,353891;2,627792;2,632331;0,236828;--.--.--.--.--.--;0;0,414688;2,245658;1,724889;0,30784;--.--.--.--.--.--;-0,417930302;0,036845;0,036845;0,033055;0,033055;0,029158;0,029158;0,475840344;0,258446756;1,691851369;0,598662673;2,077527774;0,342001189;0,146557281;0,377679067;0,098621659;0,300848729;0,257628886;0,637879968;0,684776208;Good
RF2363;;12;1990-01-01;2021-09-01;381;0;0;None;-1221,76044364;-1221,76044364;16083,531494788;2479,52088728;2549,866380167;2481,480772667;4,050395945;6,928984729;2507,468457783;18;381;368;350;0;1;1;0;1;1;-0,64021;-16,3963;0;;;;;;;;;;;;;;;;-0,713554;-17,6587;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;1;1;7;4;1;2;0;0;;;;Leap year;5,374737;2,3089;monday;0,87824;1,218;tuesday;1,832666;2,5414;wednesday;1,970089;2,7036;thursday;-0,039651;-0,0549;friday;1,292709;1,7886;saturday;-3,316252;-4,6564;td-derived;-2,617801;-3,6173;28,480036;Easter [1];-5,702343;-3,8914;AO (2-1991);-23,900957;-4,0175;LS (1-2011);24,51588;5,05;AO (5-2011);27,38945;4,7612;AO (2-2012);-39,361931;-6,4528;TC (3-2020);-70,231348;-11,4284;AO (4-2020);-39,86889;-6,1111;TC (6-2020);21,883355;3,7524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,088998;-0,243531;3,068721;3,690555;38,122;36,528321;47,660939;45,610945;0,138331;0,133097;0,635777;7,522137;-0,867576;5,057106;Additive;1;3,370749275;13;S3X5;4,255929592;Present;0;0;Present;Present;0;0;None;None;0,562603203;0,823258517;None;None;0,028801808;0,905959681;None;None;0,243307416;0,816577977;611,367028;105,159497;297,401985;331,6865;224,171469;AT.AT.AT.AT.AT.AT;0,138331;0,176253;5,553846;5,21926;0,562395;-t.--.--.--.-T.A-;0;0,497123;4,280397;6,071858;0,637299;-t.--.--.--.--.--;0;0,498458;2,781638;2,577004;0,599181;--.--.--.--.--.--;-0,399802479;0,059597;0,059597;0,014617;0,014617;0,033998;0,033998;0,2100974;0,215230158;1,185374638;0,456874145;1,099453636;0,102371837;0,203900222;0,363527347;0,14199398;0,373311318;0,331074093;0,431213486;0,457908054;Good
RF2391;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;326,315462019;-1438,077700136;3,618236787;2902,155400271;2952,960478467;2903,183648859;-4,429441228;-1,564744146;2922,339756745;13;381;368;355;0;1;1;0;1;1;-0,559485;-13,1449;0;;;;;;;;;;;;;;;;-0,508205;-10,7128;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;4;0;1;3;0;0;;;;;;;monday;-0,000861;-0,092;tuesday;0,034819;3,7201;wednesday;-0,004133;-0,4424;thursday;-0,014563;-1,5584;friday;0,029455;3,1607;saturday;-0,021051;-2,288;td-derived;-0,023667;-2,5472;8,005216;;;;TC (7-1992);0,320819;4,0443;LS (7-2009);0,303434;4,1633;TC (6-2010);-0,401474;-5,0954;TC (3-2020);-0,562307;-6,9179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,285839;0,437456;4,555549;24,710389;13,852342;13,168167;34,761805;33,51513;0,103444;0,09953;-0,695803;18,239096;-0,247879;3,079032;Multiplicative;1;2,90365651;13;S3X5;3,681351799;Present;0,874819473;0;Present;ProbablyNone;0,880640664;0;None;None;0,072592562;0,62445631;None;None;0,00000004;0,465087504;None;None;0,736564708;0,607539031;639,184002;63,071012;261,044665;285,864198;157,194745;AT.AT.AT.AT.AT.AT;0,103444;0,694395;4,774359;5,479241;0,764455;--.--.a-.--.--.--;0;0,62807;5,168734;4,314673;0,767555;--.--.--.--.--.--;0;0,980987;1,918114;2,015145;0,883982;--.--.--.--.--.--;-0,448366829;0,102414;0,102414;0,018571;0,018571;0,039117;0,039117;0,335970024;0,153479683;0,951828255;0,031508562;0,858788505;0,12745928;0,183859801;0,531276956;0,162318339;0,45389858;0,410067283;0,371601011;0,398559827;Good
RF2399;;12;1990-01-01;2021-09-01;381;0;0;None;-1572,534121228;-1572,534121228;109580,03549417;3171,068242455;3221,873320651;3172,096491043;5,888982419;8,755090545;3191,252598929;13;381;368;355;0;1;1;0;1;1;-0,508826;-10,8792;0;;;;;;;;;;;;;;;;-0,542397;-12,2656;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;15;1;2;2;0;0;0;0;;;;Leap year;2,028926;0,4098;monday;-0,42172;-0,2598;tuesday;4,397888;2,7341;wednesday;0,168627;0,1044;thursday;0,691285;0,4281;friday;1,205872;0,7348;saturday;-4,026156;-2,5209;td-derived;-2,015796;-1,255;6,832267;Easter [15];-7,953837;-2,327;AO (7-2008);57,824257;4,2734;AO (4-2020);-69,775087;-4,9498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,068936;-0,289229;3,354119;5,695156;23,2886;22,357442;77,750867;75,153214;0;0;-1,344004;9,087147;1,363334;5,316352;Additive;1;2,551289121;13;S3X5;3,12668271;Present;0;0;Present;Present;0;0;None;None;0,000010889;0,11109583;None;None;0,009553128;0,828678868;None;None;0,018565745;0,800820169;631,531677;61,724117;282,191067;301,96198;107,201206;AT.AT.AT.AT.AT.AT;0;1,476146;12,461538;17,542813;1,343099;--.--.--.--.--.At;0;0,883436;3,769231;3,002282;0,72756;--.--.--.--.--.-t;0,121665;1,397717;1,248139;0,942357;0,595596;--.--.--.--.--.At;-0,394537052;0,166232;0,166232;0,050406;0,050406;0,073643;0,073643;0,081320585;0,109484206;0,775644561;0,031508562;0,821752467;0,349326916;0,260921386;0,372811947;0,24093846;0,204393148;0,195217662;0,331498735;0,358938733;Good
RF2410;;12;1990-01-01;2021-09-01;381;0;0;None;-1127,648100865;-1127,648100865;9680,232709334;2283,296201729;2338,009362864;2284,486003429;3,478467734;6,353286312;2305,033201009;14;381;368;354;0;1;1;0;1;1;-0,391164;-7,7019;0;;;;;;;;;;;;;;;;-0,682381;-13,296;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;4;1;2;1;0;0;;;;Leap year;4,257863;2,7568;monday;-0,128424;-0,2654;tuesday;1,182022;2,4597;wednesday;-0,227785;-0,4747;thursday;0,042673;0,0882;friday;0,128519;0,265;saturday;-0,27613;-0,5764;td-derived;-0,720874;-1,4967;2,853226;;;;AO (7-2003);-17,778158;-4,402;LS (11-2008);-29,666544;-6,6849;TC (3-2009);-25,474687;-5,7057;LS (3-2020);-32,877843;-7,0277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,460229;0,101773;4,025826;15,208881;19,199867;18,346082;32,18627;31,40841;0,008378;0,008052;-1,459497;9,250968;-0,123939;78,237212;Additive;1;2,23880739;13;S3X5;4,254566403;Present;0,008274804;0;Present;ProbablyNone;0,006914118;0;None;None;0,000740198;0,860059763;None;None;0,000047962;0,99990049;None;None;0,301428003;0,983150328;651,9612;72,145178;301,808933;334,309032;372,910203;AT.AT.AT.AT.AT.AT;0,008378;0,821514;5,712821;6,667757;0,579897;--.--.--.--.--.--;0;0,356526;2,761787;2,651146;0,280175;--.--.--.--.--.--;0;0,429331;1,044665;0,637361;0,302644;--.--.--.--.--.--;-0,326295929;0,457902;0,457902;0,026167;0,026167;0,048837;0,048837;0,169013486;0,249136006;0,619403695;0,17329709;0,674709049;0,101826561;0,125649395;0,350806999;0,085166376;0,437369303;0,419458305;0,291919229;0,297207043;Good
RF2420;;12;1990-01-01;2021-09-01;381;0;0;None;-1622,351911392;-1622,351911392;141660,738904231;3266,703822784;3309,692735104;3267,445395818;6,113653109;8,993730258;3283,782893647;11;381;368;357;0;1;1;0;1;1;-0,54841;-13,1177;0;;;;;;;;;;;;;;;;-0,733391;-16,6309;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;1;1;0;0;0;0;;;;Leap year;1,419039;0,2268;monday;5,569555;2,7457;tuesday;0,208645;0,1031;wednesday;-1,067704;-0,5267;thursday;4,882555;2,4051;friday;-1,424403;-0,7027;saturday;-1,281545;-0,6401;td-derived;-6,887102;-3,4047;6,02293;;;;AO (7-1990);-145,793473;-8,2356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,163453;0,021962;3,420088;3,622265;34,365502;32,999683;29,873822;28,64221;0,881844;0,848477;-0,725884;18,030066;0;0,692801;Additive;1;2,950553555;13;S3X5;4,898979942;Present;0,000000126;0;Present;ProbablyNone;0,000005687;0;None;None;0,078704418;0,990978327;None;None;0,008526647;0,992606618;None;None;0,110641747;0,95864963;367,287461;14,798141;170,181141;189,626463;41,586072;AT.AT.AT.AT.at.AT;0,881844;1,305469;3,938462;2,696035;0,287628;--.--.--.a-.--.A-;0;0,16203;2,60794;5,657964;0,316353;--.--.--.--.--.--;0;0,236125;2,325062;2,232225;0,250045;--.--.--.--.--.--;-0,388450741;0,049409;0,049409;0,013107;0,013107;0,040464;0,040464;1,180002896;0,21924424;0,975276778;0,063017123;0,829683004;0,359591977;0,382207581;0,798860013;0,17458454;0,790625605;0,767215759;0,57116267;0,614658206;Good
RF2431;;12;1990-01-01;2021-09-01;381;0;0;None;-1502,919470537;-1502,919470537;75042,850823425;3039,838941073;3106,276351022;3041,587512502;5,574604807;8,440968345;3066,23386877;17;381;368;351;3;1;1;0;1;1;-0,68399;-5,2866;0;;;;;;;-0,287417;-2,1382;0,0332;-0,113827;-1,6227;0,1056;-0,224988;-4,2844;0;-0,552456;-12,3431;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;1;1;3;2;0;1;0;0;;;;Leap year;5,797782;1,4901;monday;1,952586;1,5648;tuesday;3,775466;3,0228;wednesday;0,623522;0,4982;thursday;0,201284;0,1607;friday;1,666381;1,3259;saturday;-3,394135;-2,7352;td-derived;-4,825103;-3,8392;12,189378;Easter [1];-8,69241;-3,4241;AO (7-1999);43,37175;4,0844;AO (11-2000);-59,732856;-5,6022;TC (6-2013);47,958419;4,1811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,375514;0,133734;4,869777;39,048175;37,187256;35,541253;56,153953;54,759593;0,39067;0,375887;0,109535;5,050745;0,619697;2,594406;Additive;1;1,970958488;13;S3X5;3,857025604;Present;0;0;Present;ProbablyNone;0;0;None;None;0,006617353;0,018724386;None;None;0,000000058;0,937144999;None;None;0,200869026;0,863269126;666,866794;59,137682;290,404467;317,1247;182,520328;AT.AT.AT.AT.AT.AT;0,39067;1,900069;14,841026;19,919467;1,865625;--.--.-t.--.--.--;0,003269;0,677755;6,379653;6,066971;0,325412;--.--.--.--.--.--;0,28116;0,572264;1,372208;2,457315;0,531736;--.--.--.--.--.--;-0,318603487;0,367196;0,367196;0,03573;0,03573;0,070811;0,070811;0,232356462;0,066383213;0,485479244;0,204805651;0,576778363;0,057189758;0,240662302;0,319898392;0,163312353;0,274661682;0,267575937;0,263468243;0,287827067;Good
RF2432;;12;1990-01-01;2021-09-01;381;0;0;None;-1720,602978487;-1720,602978487;243886,720059424;3493,205956975;3594,816113367;3497,323259027;6,897740526;9,768522047;3533,574669923;26;381;368;342;3;1;1;0;1;1;-1;-101,2683;0;;;;;;;-0,318847;-6,0191;0;-0,345722;-6,6266;0;-0,199329;-3,6631;0,0003;-0,41992;-8,5317;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;15;1;12;4;5;3;0;0;;;;Leap year;11,170851;1,5241;monday;6,579067;2,641;tuesday;1,344874;0,5446;wednesday;1,397507;0,5622;thursday;1,22951;0,4938;friday;1,361252;0,5446;saturday;-4,327532;-1,7485;td-derived;-7,584678;-3,0522;5,340828;Easter [15];-16,54148;-3,1577;AO (9-1995);128,47365;6,3179;TC (1-2001);80,591541;3,9909;TC (9-2001);-74,406775;-3,7173;LS (1-2003);173,726203;8,9217;TC (8-2003);-93,559884;-4,4461;LS (1-2004);100,593949;5,0034;LS (7-2004);-110,895332;-5,4032;AO (8-2004);-160,705191;-6,7722;AO (10-2004);119,318135;5,4411;AO (11-2004);170,105145;7,3807;LS (1-2005);-164,467312;-7,6915;LS (11-2008);-79,77155;-4,2905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,489278;0,21321;4,489533;26,413279;33,256562;32,036292;37,410142;36,113999;0,079807;0,076787;-1,039166;18,553224;-0,123939;6,475508;Additive;1;2,998448507;13;S3X5;3,248406707;Present;0;0;Present;ProbablyNone;0;0;None;None;0,000399287;0,003698332;None;None;0,000488724;0,907546749;None;None;0,123408707;0,83889671;662,510375;28,123488;267,307692;290,844889;80,811768;AT.AT.AT.AT.AT.AT;0,079807;1,625972;16,620513;21,469579;2,2958;--.--.-t.-t.--.a-;0,004206;0,446936;2,657568;1,7573;0,207698;--.--.--.--.--.--;0,010398;0,670307;1,818859;1,787398;0,691175;-t.--.--.--.--.--;-0,504047526;0,227754;0,227754;0,037269;0,037269;0,044875;0,044875;0,204755791;0,060613721;0,999224253;0,346594179;0,792910666;0,300637317;0,36722429;0,36606997;0,230462031;0,189143327;0,182244965;0,394790097;0,436092795;Uncertain
RF2433;;12;1990-01-01;2021-09-01;381;0;0;None;-1445,837331004;-1445,837331004;54146,406141099;2919,674662008;2974,387823143;2920,864463708;5,200073395;8,082575606;2941,411661288;14;381;368;354;0;1;1;0;1;1;-0,59746;-12,9634;0;;;;;;;;;;;;;;;;-0,753594;-16,2265;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;15;1;3;1;0;2;0;0;;;;Leap year;7,029472;1,7522;monday;1,854983;1,4117;tuesday;1,810048;1,3983;wednesday;0,579227;0,4446;thursday;1,754337;1,3404;friday;1,778236;1,3499;saturday;-3,137628;-2,4302;td-derived;-4,639202;-3,548;11,8077;Easter [15];-9,060716;-3,2321;AO (1-1999);55,12186;5,2717;TC (1-2009);-44,746678;-4,3366;TC (3-2020);-62,376161;-5,8145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,673359;0,240991;3,251287;4,008873;37,054863;35,798243;37,702534;36,18568;1,80626;1,704053;-1,557653;16,613401;-0,495758;2,528917;Additive;1;2,920169527;13;S3X5;4,175847404;Present;0,000008497;0;Present;ProbablyNone;0,00002152;0;None;None;0,009563674;0,081443526;None;None;0,082895637;0,955541779;None;None;0,519503879;0,764425368;569,615021;55,659019;282,19603;315,938325;217,415268;AT.AT.AT.AT.AT.AT;1,80626;1,654673;13,035897;13,479319;1,754157;--.--.--.--.--.a-;0;0,71534;2,235732;2,297965;0,500243;--.--.--.--.--.--;0;0,735411;2,19603;2,298992;0,635443;--.--.--.--.--.--;-0,451980173;0,037421;0,037421;0,061639;0,061639;0,071818;0,071818;0,383293585;0,221859768;0,960084763;0,110279966;1,008802656;0,070338962;0,191014661;0,47297021;0,134947556;0,229949458;0,198668956;0,379648614;0,399150606;Good
RF2434;;12;1990-01-01;2021-09-01;381;0;0;None;-1216,06160957;-1216,06160957;15701,514223916;2466,12321914;2532,560629089;2467,871790569;4,010302667;6,881958231;2492,518146837;17;381;368;351;0;1;1;0;1;1;-0,528414;-12,129;0;;;;;;;;;;;;;;;;-0,634992;-12,8397;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;15;1;6;1;2;3;0;0;;;;Leap year;2,49839;1,2478;monday;2,637805;4,0227;tuesday;0,352832;0,5451;wednesday;1,836513;2,8296;thursday;-0,3898;-0,5983;friday;1,028893;1,5694;saturday;-3,197716;-4,9902;td-derived;-2,268527;-3,4875;24,227641;Easter [15];-4,127941;-2,9387;AO (8-1994);-25,505922;-4,7616;LS (9-2008);-22,002428;-4,2726;LS (1-2014);21,439305;4,1174;TC (4-2014);-33,070787;-5,8648;TC (7-2016);-25,239937;-4,5988;TC (3-2020);-31,052326;-5,4149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,19277;0,20232;3,425047;4,740385;24,574893;23,595259;23,038124;22,093412;0,394573;0,375083;-0,098161;2,820315;0,123939;0,362041;Additive;1;2,706034506;13;S3X5;4,188160232;Present;0,000000011;0;Present;ProbablyNone;0,000000944;0;None;None;0,443114099;0,581270328;None;None;0,049197956;0,992715716;None;None;0,085885011;0,965757231;695,580071;97,019296;293,163772;326,093203;435,661946;AT.AT.AT.AT.AT.AT;0,394573;0,599088;7,584615;9,643717;0,872422;--.a-.--.--.a-.--;0;0,151982;0,930521;2,847613;0,334065;--.--.--.--.--.--;0;0,182119;0,890819;1,268368;0,291628;--.--.--.--.--.--;-0,439032459;0,101432;0,101432;0,003572;0,003572;0,012836;0,012836;0,238587601;0,127205547;0,853017253;0,866485448;0,6894728;0,075264093;0,139035593;0,295004546;0,103897632;0,396555471;0,368844456;0,359405905;0,388104826;Good
RF2442;;12;1990-01-01;2021-09-01;381;0;0;None;-1053,696159789;-1053,696159789;6474,03873112;2131,392319578;2178,289314836;2132,271192817;3,044072784;5,919264442;2150,024033247;12;381;368;356;0;1;1;0;1;1;-0,549682;-12,1872;0;;;;;;;;;;;;;;;;-0,680501;-14,8975;0;;;;1990-01-01;2021-09-01;381;0;0;1;6;0;0;2;0;1;1;0;0;;;;Leap year;3,229281;2,4704;monday;0,97836;2,3051;tuesday;0,493091;1,1666;wednesday;0,856005;2,0212;thursday;0,151056;0,3558;friday;1,090527;2,5638;saturday;-1,94742;-4,6416;td-derived;-1,621618;-3,844;22,33865;;;;LS (11-2008);-14,301685;-4,3646;TC (4-2020);-39,859343;-10,8781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,519726;0,170604;3,9432;13,162471;28,256754;27,224009;21,738214;21,02983;0,273239;0,262091;-0,621456;7,746926;0,247879;9,909903;Additive;1;2,630200658;13;S3X5;4,533577325;Present;0,057040772;0;Present;ProbablyNone;0,122801299;0;None;None;0,235313578;0,441896027;None;None;0,142881019;0,994275609;None;None;0,825025808;0,964366819;691,976231;95,619894;282,578164;313,78716;403,386708;AT.AT.AT.AT.AT.AT;0,273239;1,266164;7,994872;6,561053;1,038207;--.--.--.--.--.--;0;0,307797;2,111663;2,859531;0,41139;--.--.--.--.--.--;0;0,383977;1,565757;0,787224;0,384373;--.--.--.--.--.--;-0,468330973;0,057926;0,057926;0,008415;0,008415;0,006093;0,006093;0,1936596;0,092271511;0,815100329;1,055536819;0,780251474;0,21343093;0,113724736;0,282081279;0,09265581;0,330754361;0,317908083;0,375288106;0,410267685;Good
RF2443;;12;1990-01-01;2021-09-01;381;0;1;LeapYear;439,510777315;-1371,671202458;1,906052948;2769,342404916;2820,147483112;2770,370653503;-5,070393475;-2,179936077;2789,52676139;13;381;368;355;1;1;1;0;1;1;-0,815488;-15,7926;0;;;;;;;-0,282575;-3,5119;0,0005;;;;;;;-0,807053;-22,5803;0;;;;1990-01-01;2021-09-01;381;0;0;0;6;0;0;3;2;1;0;0;0;;;;;;;monday;0,008274;1,0761;tuesday;0,014688;1,9206;wednesday;0,005414;0,7052;thursday;0,008169;1,061;friday;-0,002767;-0,3608;saturday;-0,015735;-2,0751;td-derived;-0,018044;-2,351;10,614261;;;;AO (8-1994);-0,267621;-4,2017;AO (8-1999);0,285236;4,5224;LS (12-2002);-0,313024;-6,0528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,487176;-0,304374;3,61111;8,210558;13,265005;12,783183;28,936788;28,050307;0,097031;0,090213;-0,206554;9,103621;-0,867576;3,066495;Multiplicative;1;3,355080937;13;S3X5;5,693954241;Present;0,117495662;0;Present;ProbablyNone;0,099168296;0;None;None;0,02052678;0,612503187;None;None;0,000000687;0,981867254;None;None;0,000026785;0,768774277;599,723706;48,162651;269,794045;298,637697;230,942041;-T.AT.AT.AT.AT.AT;0,097031;0,958003;12,969231;11,572749;0,81768;--.-t.--.--.--.at;0;0,355821;5,516129;6,770838;0,818775;--.--.--.--.--.-t;0;0,434041;2,995037;1,8427;0,613704;--.--.--.--.--.-t;-0,372974765;0,221911;0,221911;0,058575;0,058575;0,07009;0,07009;0,506243331;0,281877753;1,177540468;0,17329709;1,447910994;0,677581697;0,189432652;0,419615993;0,126462018;0,445004777;0,392505579;0,546100831;0,578757616;Good
